sut_code,description_tr,category,retired_at
608450,"Trakeal tümör veya karsinoma eksizyonu,servikal, greft onarımı var veya yok",surgical,
608460,"Trakeal tümör veya karsinoma eksizyonu, torasik, greft onarımı var veya yok",surgical,
608470,Trakeofaringeal fistül onarımı,surgical,
608480,Trakeoözefagial fistül primer onarımı,surgical,
608490,Trakeostomi stenozu açılması,surgical,
608500,"Trakeotomi açılması, acil",surgical,
608510,"Trakeotomi açılması, planlı",surgical,
608520,"Akciğer ile birlikte karaciğer hidatik kisti, aynı seans, frenotomi ile",surgical,
608530,Akciğer rezeksiyonu ve mediastinal lenf nodu diseksiyonu,surgical,
608540,"Akciğer rezeksiyonu, göğüs duvarı rezeksiyonu ve rekonstrüksiyonu, protezli veya protezsiz",surgical,
608550,"Akciğer transplantasyonu, global",surgical,
608560,Ampiyem kesesi enükleasyonu (Ampiyemektomi),surgical,
608570,Bronkial sleeve lobektomi,surgical,
608580,Bronkovasküler sleeve lobektomi,surgical,
608590,"Dekortikasyon, pulmoner, parsiyel",surgical,
608600,"Dekortikasyon, pulmoner, total",surgical,
608620,Ekstended akciğer rezeksiyonları,surgical,
608630,"İntraplöral lavaj, her tür teknikle",surgical,
608640,"Kateter torakostomi, kapalı sistem uygulama",surgical,
608650,Kimyasal plörodez,surgical,
608660,"Kist hidatik ameliyatları, akciğer",surgical,
608670,"Kist hidatik ameliyatları, akciğer, mediyan sternotomi ile, iki taraf",surgical,
608680,Konjenital akciğer malformasyonları rezeksiyonu,surgical,
608690,"Lobektomi, konkomitan dekortikasyon ile birlikte",surgical,
608700,Lobektomi veya segmentektomi,surgical,
608710,Major bronşial fistülün açık cerrahi ile kapatılması,surgical,
608720,Neoadjuvan kemoradyoterapi sonrası akciğer rezeksiyonları,surgical,
608730,Pnömonektomi,surgical,
608740,Pnömonektomi ekstraplevral,surgical,
608750,Pnömonektomi ve major damar cerrahisi,surgical,
608760,"Pnömonostomi, apse veya kistin açık drenajı ile birlikte",surgical,
608770,Sleeve pnömonektomi,surgical,
608780,"Torakoskopi, eksploratris, biyopsi, drenaj ile birlikte",surgical,
608790,"Torakotomi, bül eksizyon-plikasyonu ile birlikte",surgical,
608800,"Torakotomi, intraplevral yabancı cisim",surgical,
608810,"Torakotomi, intrapulmoner yabancı cisim çıkartılması ile birlikte",surgical,
608820,"Torakotomi, kanama kontrolü ve/veya akciğer yırtığı onarımı",surgical,
608830,"Torakotomi, kardiyak masaj ile birlikte",surgical,
608840,"Torakotomi, major, eksplorasyon ve biyopsi ile birlikte",surgical,
608850,"Torakotomi, postoperatif kanama, hava kaçağı kontrolü",surgical,
608860,"Torakotomi, sınırlı, akciğer veya plevra biyopsisi için",surgical,
608870,"Torakotomi, volüm küçültücü ameliyat, tek taraf",surgical,
608880,"Tüp torakostomi, tek taraf (Göğüs tüpüyle su altı drenajı)",surgical,
608890,Tüp ve kateter torakostomi takibi,surgical,
608900,"Videotorakoskopi, bül eksizyonu ile birlikte",surgical,
608910,"Videotorakoskopi, ekploratris",surgical,
608920,"Videotorakoskopi, lobektomi",surgical,
608930,"Videotorakoskopi, pnömonektomi",surgical,
608940,"Videotorakoskopi, torakal sempatektomi",surgical,
608950,"Videotorakoskopi, wedge rezeksiyon",surgical,
608960,"Wedge rezeksiyon, tek veya çok sayıda",surgical,
608961,"Plevra biyopsisi, perkütan",surgical,
608962,Transbronşiyal akciğer biyopsisi,surgical,
608980,Hepatik arter ligasyonu veya kateterizasyonu,surgical,
608990,Hepatikojejunostomi,surgical,
609000,İntrahepatik biliyoenterik diversiyonlar,surgical,
609010,"Karaciğerin safra sistemi ile ilişkili çok sayıda apsesinin (Komplike) drenajı, laparatomi ile",surgical,
609020,"Karaciğer tek basit apse drenajı, laparotomi ile",surgical,
609030,Karaciğer Kist hidatiğinde dışa drenaj,surgical,
609040,Karaciğer Kist hidatiğinde internal drenaj,surgical,
609050,Karaciğer Kist hidatiğinde kistotomi veya kistektomi ile birlikte poş küçültücü işlemler,surgical,
609051,Karaciğer Kist hidatiğinde total perikistektomi,surgical,
609052,Karaciğer hemanjiyomunda enükleasyon,surgical,
609060,Karaciğer konjenital kistlerinde internal veya eksternal drenaj veya kistektomi,surgical,
609070,"Karaciğer segmentektomi, her bir segment",surgical,
609071,"Karaciğer segmentektomi, her bir segment, laparoskopik",surgical,
609080,Karaciğer Transplantasyonu,surgical,
609090,"Karaciğer basit yaralanmalarında primer sütür, tek laserasyon",surgical,
609100,"Karaciğerin büyük damar veya safra yolu ile ilişkili yaralanmalarında primer sütür, çok sayıda",surgical,
609101,Karaciğer tümörlerinde laparoskopi veya laparotomi ile radyofrekans ablasyonu,surgical,
609110,"Lobektomi veya hepatektomi, subtotal",surgical,
609111,"Lobektomi veya hepatektomi, subtotal, laparoskopik",surgical,
609120,"Metastazektomi, her bir metastaz",surgical,
609121,"Metastazektomi, her bir metastaz, laparoskopik",surgical,
609122,Karaciğer biyopsisi,surgical,
609130,Portoenterostomi,surgical,
609140,İntraoperatif kolanjiyografi,surgical,
609150,İntraoperatif koledokoskopi,surgical,
609160,İntraoperatif safra yolları basınç çalışması,surgical,
609170,İntraoperatif ultrasonografi,surgical,
609180,Koledok darlıkları ve kisti için girişimler,surgical,
609190,Koledokoenterostomi,surgical,
609191,Ekstrahepatik safra yolu tümörleri için rezeksiyon ve rekonstrüksiyon,surgical,
609200,Koledokotomi-koledokoduodenostomi,surgical,
609210,Koledokotomi-sfinkterotomi veya sfinkteroplasti,surgical,
609220,Koledokotomi ile birlikte T- drenaj,surgical,
609230,Kolesistektomi,surgical,
609235,"Kolesistektomi, laparoskopik",surgical,
609240,Kolesistoenterostomi,surgical,
609250,Kolesistostomi,surgical,
609260,"Safra fistülleri için girişimler, basit",surgical,
609270,"Safra fistülleri için girişimler, komplike",surgical,
609280,Safra kesesi ve safra yolları yaralanmaları için girişimler,surgical,
609290,Aberan pankreas eksizyonu,surgical,
609300,Adacık hücre transplantasyonu,surgical,
609310,"Akut pankreatitte, debritman, lavaj ve drenaj",surgical,
609320,"Distal pankreatektomi, parsiyel",surgical,
609330,Kronik pankreatitte pankretikojejunostomi,surgical,
609340,Pankreas adenomlarında total eksizyon,surgical,
609341,"Pankreas adenomlarında total eksizyon, laparoskopik",surgical,
609350,Pankreas fistülü onarımı,surgical,
609360,Pankreas kistlerinde eksternal drenaj,surgical,
609370,Pankreas kistlerinde internal drenaj,surgical,
609380,Pankreas kistlerinde total eksizyon,surgical,
609390,"Pankreas transplantasyonu, total",surgical,
609400,Pankreas yaralanmalarında drenaj,surgical,
609410,"Pankreas yaralanmalarında pankreatektomi, subtotal",surgical,
609420,"Pankreas yaralanmalarında pankreatektomi, total",surgical,
609430,Pankreas yaralanmalarında pankreatikojejunostomi,surgical,
609440,"Pankreatektomi, subtotal",surgical,
609450,"Pankreatektomi, total duodenektomiyle birlikte",surgical,
609451,"Pankreatektomi, total duodenektomiyle birlikte, laparoskopik",surgical,
609460,Whipple operasyonu,surgical,
609470,Asitte peritoneovenöz şant uygulaması,surgical,
609480,Distal özefagus rezeksiyonu ve rekonstrüksiyonu sol torakofrenotomi ve intratorasik anastomoz ile,surgical,
609490,"Özefajektomi, transhiatal",surgical,
609491,"Özefajektomi, laparoskopik",surgical,
609500,"Özefajiyal tüp veya balon uygulaması, özefagus varis kanamasında",surgical,
609510,"Özefagogastrik devaskülarizasyon, portal hipertansiyonda",surgical,
609520,Özefagogastromyotomi,surgical,
609521,"Özefagogastromyotomi, laparoskopik",surgical,
609530,"Özefagostomi, servikal",surgical,
609540,Özefagus atrezisi primer onarımı,surgical,
609550,"Özefagus cerrahisi, benign patolojiler için",surgical,
609551,Krikofaringeal myotomi,surgical,
609560,Özefagus darlıklarında cerrahi girişim,surgical,
609570,"Özefagus divertikül eksizyonu, servikal",surgical,
609580,"Özefagus divertikül eksizyonu, torakal",surgical,
609590,"Özefagus fistülü onarımı, servikal, torakal",surgical,
609600,"Özefagus perforasyonu onarımı, servikal, torakal",surgical,
609610,Özefagus replasmanı için interpozisyon ameliyatları,surgical,
609620,Özefagus varisinde koroner ven ligasyonu ve splenektomi,surgical,
609630,Özefagus varisinde özefajiyal transection,surgical,
609640,"Özefajektomi, transtorakal",surgical,
609650,Parsiyel özefajektomi ve rekonstrüksiyon,surgical,
609660,"Portosistemik şantlar, portal hipertansiyonda",surgical,
609670,Total faringolaringoözefajektomi ve gastrik veya kolon rekonstrüksiyonu,surgical,
609680,Totale yakın özefajektomi ve rekonstrüksiyon,surgical,
609690,Transözefajiyal varis ligasyonu,surgical,
609700,"Bezoar veya yabancı cisim çıkarılması, laparotomi ile",surgical,
609710,Peptik ülsere bağlı duodenum perforasyonunda primer onarım,surgical,
609711,"Peptik ülsere bağlı duodenum perforasyonunda primer onarım, laparoskopik",surgical,
609720,Travmatik duodenum perforasyonunda primer onarım,surgical,
609730,Dumping veya diyarede reverse loop operasyonları,surgical,
609740,Duodenoenterostomi,surgical,
609750,Duodenum divertikülü eksizyonu,surgical,
609760,Duodenum yaralanmasında primer onarım,surgical,
609770,Duodenumdan lokal tümör eksizyonu,surgical,
609780,Fundoplikasyon,surgical,
609781,"Fundoplikasyon, laparoskopik",surgical,
609782,"Hiyatal herni operasyonu, laparoskopik",surgical,
609790,"Gastrektomi radikal, total",surgical,
609791,"Gastrektomi radikal, subtotal",surgical,
609792,"Gastrektomi radikal, total, laparoskopik",surgical,
609800,Gastrektomi subtotal,surgical,
609801,"Gastrektomi subtotal, laparoskopik",surgical,
609810,Gastroenterostomi,surgical,
609820,"Gastropeksi, mide volvulusunda",surgical,
609830,"Gastrotomi veya gastrostomi, cerrahi",surgical,
609840,Mide divertikülü eksizyonu,surgical,
609850,Midede wedge rezeksiyon,surgical,
609851,"Midede wedge rezeksiyon, laparoskopik",surgical,
609860,Mideden benign tümör eksizyonu,surgical,
609871,"Obezite, by-pass",surgical,
609872,"Obezite, sleeve",surgical,
609873,"Obezite, banding",surgical,
609877,Duodenal switch-biliopankreatik diversiyon,surgical,
609880,"Nüks ülser, dumping veya reflu gastritte rezeksiyon",surgical,
609890,Peptik ülsere bağlı veya travmatik gastroduodenal perforasyonlarda primer onarım,surgical,
609891,"Peptik ülsere bağlı veya travmatik gastroduodenal perforasyonlarda primer onarım, laparoskopik",surgical,
609900,"Peptik ülsere bağlı perforasyonlarda primer onarım, trunkal vagotomi ve drenaj",surgical,
609910,"Piloromyotomi, hipertrofik pilor stenozunda",surgical,
609911,Gastroduodenal arter ligasyonu veya duodenotomi ile birlikte arter ligasyonu,surgical,
609920,Selektif vagotomi ve antrektomi,surgical,
609930,Selektif vagotomi ve drenaj,surgical,
609940,Yüksek selektif vagotomi,surgical,
609941,Trunkal vagotomi ve drenaj,surgical,
609950,"Konjenital atrezi düzeltilmesi, jejunal ve ileal",surgical,
609960,Beslenme jejunotomisi,surgical,
609961,"Beslenme jejunotomisi, laparoskopik",surgical,
609970,Bilier intestinal diversiyonlar,surgical,
609980,Enterokütan fistül ameliyatları,surgical,
609990,Gastrointestinal diversiyonlar,surgical,
610000,"Gastrointestinal fistül ameliyatları, internal",surgical,
610010,İnce barsak perforasyonunda primer sütür,surgical,
610020,İnce barsak transplantasyonu,surgical,
610025,Seri transvers enteroplasti,surgical,
610030,İnvajinasyon rezeksiyonu,surgical,
610040,İnvajinasyonda manüel redüksiyon,surgical,
610050,"Jejunum veya ileum duplikasyonları, total eksizyon",surgical,
610060,"Jejunum veya ileum rezeksiyonu, subtotal",surgical,
610061,"Jejunum veya ileum rezeksiyonu, segmenter",surgical,
610062,"Jejunum veya ileum rezeksiyonu, segmenter, laparoskopik",surgical,
610063,Striktüroplasti,surgical,
610070,"Jejunum, ileum enterostomi kapatılması",surgical,
610080,"Jejunum, ileum enterotomi veya enterostomi",surgical,
610090,"Ladd bantı eksizyonu, malrotasyonlarda",surgical,
610100,Brid ileusta laparatomi ve bridektomi,surgical,
610101,"Brid ileusta bridektomi, laparoskopik",surgical,
610110,"Laparatomi, ileusta",surgical,
610111,Midgut volvulus (Orta barsak) düzeltilmesi,surgical,
610120,Meckel divertikülü eksizyonu,surgical,
610130,Appendektomi,surgical,
610131,"Appendektomi, laparoskopik",surgical,
610150,"Hemikolektomi, sağ veya sol",surgical,
610151,"Hemikolektomi, sağ veya sol, laparoskopik",surgical,
610152,Segmenter kolon rezeksiyonu,surgical,
610153,"Segmenter kolon rezeksiyonu, laparoskopik",surgical,
610160,Kolektomi subtotal,surgical,
610170,Kolektomi subtotal ve ileoproktostomi,surgical,
610171,"Kolektomi subtotal ve ileoproktostomi, laparoskopik",surgical,
610180,Kolektomi total ve ileal poş yapılması,surgical,
610181,"Kolektomi total ve ileal poş yapılması, laparoskopik",surgical,
610190,Kolektomi total ve ileoanal anastomoz,surgical,
610191,"Kolektomi total ve ileoanal anastomoz, laparoskopik",surgical,
610200,Kolektomi total ve terminal ileostomi,surgical,
610201,"Kolektomi total ve terminal ileostomi, laparoskopik",surgical,
610210,Kolokütanöz fistül kapatılması,surgical,
610220,Kolon duplikasyonu total eksizyonu,surgical,
610230,Kolon invajinasyonunda manüel redüksiyon,surgical,
610240,Kolon perforasyonunda primer sütür,surgical,
610250,"Kolon Pull-through, abdominoperineal veya perineal yaklaşımla",surgical,
610260,"Kolon Pull-through, sakroabdominoperineal yaklaşımla",surgical,
610270,"Kolon Pull-through, sakroperineal yaklaşımla",surgical,
610280,Kolonda detorsiyon ve peksi operasyonları,surgical,
610290,Kolostomi açılması,surgical,
610291,Kolostomi revizyonu,surgical,
610300,Kolostomi bakımı,surgical,
610310,Kolostomi kapatılması,surgical,
610311,Hartmann kapatılması,surgical,
610320,Kolotomi ile polip veya yabancı cisim çıkarılması,surgical,
610330,Sigmoid volvulus redüksiyonu,surgical,
610340,Total barsak irrigasyonu,surgical,
610348,"Abdominoperineal rezeksiyon, laparoskopik",surgical,
610349,Abdominoperineal rezeksiyon,surgical,
610350,"Perirektal enjeksiyon, rektal prolapsusta",surgical,
610360,"Rektal polip eksizyonu, anal yolla",surgical,
610361,Rektal Myektomi- Hirschsprung Hst,surgical,
610370,Rektal tuşe ile yabancı cisim veya dışkı taşı çıkarılması,surgical,
610380,Rektosigmoid tümörlerde anteriyor rezeksiyon,surgical,
610390,Rektum tümöründe abdominosakral rezeksiyon,surgical,
610400,Rektum tümöründe lokal terapötik işlemler,surgical,
610410,Low anterior rezeksiyon,surgical,
610411,"Low anterior rezeksiyon, laparoskopik",surgical,
610420,Rektal prolapsusta sakroperineal onarım,surgical,
610430,Rektal prolapsusta sörklaj veya Tiersch ameliyatı,surgical,
610440,Rektal prolapsusta transabdominal onarım,surgical,
610441,"Rektal prolapsusta transabdominal onarım, laparoskopik",surgical,
610450,Transanal rektal prolapsus tamiri,surgical,
610460,Anal stenozda dilatasyon,surgical,
610461,Anal stenozda ilerletici flep,surgical,
610470,Anal ve perineal bening lezyonların lokal eksizyonu,surgical,
610480,Anoplasti,surgical,
610490,Fissürektomi,surgical,
610500,Hemoroidde elektrokoagülasyon,surgical,
610510,Hemoroidde lastik band ligasyonu,surgical,
610520,"Hemoroidde sklerozan madde ile tedavi, her biri",surgical,
610530,Hemoroidektomi,surgical,
610531,"Hemoroidektomi, sfinkterotomi",surgical,
610532,Hemoroidopeksi,surgical,
610533,Hemoroid ablasyonu (RF/lazer) veya embolizasyonu,surgical,
610540,İnfrared ile hemoroid tedavisi,surgical,
610550,İnkontinans tedavisinde kas transpozisyonu,surgical,
610560,Perianal apse drenajı,surgical,
610570,Perianal fistülotomi veya fistülektomi,surgical,
610575,Anal fistülde seton uygulaması,surgical,
610576,Anal fistülde ilerletici flep,surgical,
610580,Perianal sinüs eksizyonu,surgical,
610590,Perineoplasti,surgical,
610600,"Sfinkteroplasti, komplet perine yırtıklarında veya inkontinansta",surgical,
610610,Sfinkterotomi,surgical,
610620,Sfinkterotomi ile anüsten yabancı cisim çıkarma,surgical,
610621,Anal transpozisyon operasyonu,surgical,
610625,Pilonidal sinüs eksizyonu,surgical,
610630,Gövde alçısı (Minerva),surgical,
610640,Gövde-ekstremite alçısı,surgical,
610650,Pelvipedal alçı (10 yaş altı),surgical,
610660,Pelvipedal alçı (10 yaş üstü ),surgical,
610670,Kısa kol alçı (Dirsek altı),surgical,
610680,Kısa kol atel (Dirsek altı),surgical,
610690,Uzun kol alçı (Dirsek üstü),surgical,
610700,Uzun kol atel (Dirsek üstü),surgical,
610710,Kısa bacak alçı (Diz altı),surgical,
610720,Kısa bacak atel (Dizaltı),surgical,
610730,Uzun bacak alçı (Dizüstü),surgical,
610740,Uzun bacak atel (Diz üstü),surgical,
610750,Parmak ateli (Alüminyum) veya alçısı,surgical,
610760,Cast-brace,surgical,
610770,PTB alçısı,surgical,
610780,Alçı çıkarma,surgical,
610790,Sekiz bandajı,surgical,
610800,Velpeau (Kol gövde) Bandajı,surgical,
610810,U ateli veya atel + velpeau,surgical,
610820,ESWT,surgical,
610830,İskelet traksiyonu geçilmesi,surgical,
610840,Cilt traksiyonu uygulanması,surgical,
610850,Halo-femoral veya halo traksiyon,surgical,
610860,Küçük eklem çıkığı kapalı redüksiyonu,surgical,
610870,Orta eklem çıkığı kapalı redüksiyonu (Bakıcı dirseği dahil),surgical,
610880,Büyük eklem çıkığı kapalı redüksiyonu,surgical,
610890,Küçük kemik kırığı kapalı redüksiyonu,surgical,
610900,Orta kemik kırığı kapalı redüksiyonu,surgical,
610910,Büyük kemik kırığı kapalı redüksiyonu,surgical,
610920,Küçük eklemin anestezi altında mobilizasyonu,surgical,
610930,Orta eklemin anestezi altında mobilizasyonu,surgical,
610940,Büyük eklemin anestezi altında mobilizasyonu,surgical,
610950,"Açık kırıklarda kapalı kırık haline getirme, küçük",surgical,
610960,"Açık kırıklarda, debritman dahil kapatılması, büyük",surgical,
610970,"Açık kırıklarda, debritman dahil kapatılması, orta",surgical,
610980,Bimalleolar kırık cerrahi tedavisi,surgical,
610990,"Büyük kemik kırıkları cerrahi tedavisi, açık IMN",surgical,
611000,"Büyük kemik kırıkları cerrahisi, kapalı IMN",surgical,
611010,Büyük kemik kırıkları cerrahisi ve damar sinir eksplorasyonu,surgical,
611020,"Büyük kemik parçalı kırıkları cerrahisi, açık IMN",surgical,
611021,"Büyük kemik eklem içi kırıkları cerrahi tedavisi,açık",surgical,
611030,"Büyük kemik parçalı kırıkları cerrahisi, kapalı IMN",surgical,
611040,Büyük kemik psödoartrozu cerrahi tedavisi,surgical,
611050,Küçük kemik kırıkları cerrahi tedavisi,surgical,
611060,Küçük kemik parçalı kırıkları cerrahi tedavisi,surgical,
611070,Küçük kemik psödoartrozu cerrahi tedavisi,surgical,
611080,Orta kemik kırıkları cerrahi tedavisi,surgical,
611090,Orta kemik parçalı kırıkları cerrahi tedavisi,surgical,
611100,Orta kemik psödoartrozu cerrahi tedavisi,surgical,
611110,Önkol çift kemik kırığı,surgical,
611130,Tek malleol veya epikondil kırığı cerrahi tedavisi,surgical,
611131,"Pelvis/Asetabulum kırığı, basit",surgical,
611132,"Pelvis/Asetabulum kırığı, kompleks",surgical,
611140,Trimalleolar kırık cerrahi tedavisi,surgical,
611150,Küçük eklem çıkığı açık redüksiyon,surgical,
611160,Küçük eklem kırıklı çıkığı açık redüksiyon ve fiksasyon,surgical,
611170,Orta eklem çıkığı açık redüksiyon,surgical,
611180,Orta eklem kırıklı çıkık açık redüksiyon ve fiksasyon,surgical,
611190,Büyük eklem çıkığı açık redüksiyon,surgical,
611200,Büyük eklem kırıklı çıkık veya sinir eksplorasyonlu çıkık cerrahisi,surgical,
611210,"Çıkık, gecikmiş olgularda (3 hafta ve üzeri ) ilave edilecek puan",surgical,
611220,"Büyük kemik ve eklem amputasyonu, dezartikülasyonu",surgical,
611230,"Orta kemik ve eklem amputasyonu, dezartikülasyonu",surgical,
611240,"Küçük kemik ve eklem amputasyonu, dezartikülasyonu",surgical,
611250,"Kalça dezartikülasyonu amputasyonu, dezartikülasyonu",surgical,
611260,"Hindquarter amputasyon amputasyonu, dezartikülasyonu",surgical,
611270,"Hemipelvektomi, eksternal",surgical,
611280,"Hemipelvektomi, internal",surgical,
611290,Büyük kemik osteotomi ve fiksasyon,surgical,
611300,Orta kemik osteotomi ve fiksasyon,surgical,
611310,Küçük kemik osteotomi ve fiksasyon,surgical,
611320,Pin çıkarma,surgical,
611330,Eksternal fiksatör çıkarma,surgical,
611340,Büyük kemik implant çıkarma,surgical,
611350,Büyük kemik sinir eksplorasyonu gerektiren implantların çıkartılması,surgical,
611360,Orta kemik implant çıkarma,surgical,
611370,Küçük kemik implant çıkarma,surgical,
611380,"Yumuşak doku laserasyonu, cilt grefti ile fasiyotomi kapatılması",surgical,
611390,"Yumuşak doku laserasyonu, derin yabancı cisimler",surgical,
611400,"Yumuşak doku laserasyonu, fasiyatomi kapatma",surgical,
611410,"Yumuşak doku laserasyonu, tek kompartman fasiyatomisi",surgical,
611420,"Yumuşak doku laserasyonu, skopi eşliğinde yabancı cisim çıkarılması",surgical,
611430,"Yumuşak doku laserasyonu, yabancı cisim çıkarılması",surgical,
611450,Kemik grefti alınması,surgical,
611460,Kıkırdak/Osteoartiküler kemik grefti alınması,surgical,
611470,Akut düğme iliği deformitesi için santralizasyon,surgical,
611480,Ampute parmak için güdük onarımı,surgical,
611500,Ampute uzvun heterotopik revaskülarizasyonu,surgical,
611520,Ayaktan ele parmak nakli,surgical,
611530,Baş parmak veya parmak rekonstrüksiyonu,surgical,
611540,"Botulinium toksini uygulama derin kas, her bir kas için",surgical,
611550,"Botulinium toksini uygulama yüzeyel kas, her bir kas için",surgical,
611560,Bunion-Bunionette eksizyonu,surgical,
611570,"Butonier deformitesi, ""swan neck"" deformitesi cerrahisi",surgical,
611580,Çekiç parmak için açık redüksiyon,surgical,
611590,Çekiç parmak için kapalı redüksiyon,surgical,
611600,Eski ampute edilmiş ekstremitelerde güdük onarımı,surgical,
611620,Distal Radio-Ulnar Eklem (DRUE) operasyonları,surgical,
611630,"Dupuytren cerrahisi, basit, avuç içinde sınırlı, tek parmak",surgical,
611631,"Dupuytren cerrahisi, kompleks, birden fazla parmak",surgical,
611640,Eklem faresi çıkartılması,surgical,
611650,El bileği ganglion eksizyonu,surgical,
611680,Flep ayrılması,surgical,
611690,"Ganglion eksizyonu, büyük eklem",surgical,
611691,"Ganglion eksizyonu, küçük eklem",surgical,
611700,Güdük kapatılması,surgical,
611710,Halluks valgus yumuşak doku ameliyatları,surgical,
611720,Heterotopik revaskülarize uzvun ortotopik transplantasyonu,surgical,
611730,İnguinal ve subpektoral lambo,surgical,
611740,Karpal instabilite cerrahisi,surgical,
611750,Karpal kemik rezeksiyonları,surgical,
611760,"Kontraktür açılması, büyük eklem",surgical,
611770,"Kontraktür açılması, küçük eklem",surgical,
611780,"Kontraktür açılması, orta eklem",surgical,
611790,Majör replantasyonlar,surgical,
611800,Mallet finger cerrahisi,surgical,
611810,Minör replantasyonlar,surgical,
611840,"Parmak replantasyonu, tek bir parmak",surgical,
611850,"Parmak replantasyonu, ilave her parmak için",surgical,
611860,Parmak ucu amputasyonlarında lokal flep uygulamaları,surgical,
611870,Pediküllü kas ve kemik nakli,surgical,
611880,PEV rekurrens yumuşak doku ameliyatı,surgical,
611890,Pollisizasyon,surgical,
611900,Pulley rekonstrüksiyonu,surgical,
611910,Pulley sistemi kaybının onarımı,surgical,
611920,Rhizotomi,surgical,
611930,Serbest doku nakilleri,surgical,
611940,Servikal kosta ve diğer torasik çıkış sendromu girişimleri,surgical,
611950,"Tendon grefti ile onarım, tek bir tendon için",surgical,
611951,"Fleksör tendon onarımı, tek bir tendon için",surgical,
611952,"Ekstensör tendon onarımı, tek bir tendon için",surgical,
611960,"Aşil/patellar/quadriceps tendon onarımı, tek bir tendon için",surgical,
611961,"Tendon onarımı, ilave her tendon için",surgical,
611970,Tendon protezi uygulanması,surgical,
611980,"Tendon transferi, tek tendon",surgical,
611990,"Tendon transferi, ilave her tendon için",surgical,
612000,Tenodezler,surgical,
612010,Tenoliz,surgical,
612020,"Tenoplasti myoplasti, fasiya gevşetilmesi, tek",surgical,
612030,"Tenoplasti myoplasti, fasiya gevşetilmesi, çok",surgical,
612040,"Tenotomi, myotomi",surgical,
612050,Tetik parmak cerrahi tedavisi,surgical,
612060,"Tırnak çekilmesi, her biri",surgical,
612070,"Tırnak yatak revizyonu, her biri",surgical,
612080,Topuk defektleri için lateral kalkaneal flep,surgical,
612090,Topuk defektleri için ters akımlı sural flep,surgical,
612100,"Tuzak nöropati, cerrahi tedavi (Kübital ve tarsal tünel vb.)",surgical,
612110,Vasküler saplı ada flebi,surgical,
612120,Volkmann iskemik kontraktürü cerrahisi,surgical,
612130,Yerleşik düğme iliği deformitesi onarımı,surgical,
612140,Yumuşak doku sinovektomileri,surgical,
612150,Konjenital büyük eklem çıkığı rekonstrüksiyonu,surgical,
612160,Konjenital küçük eklem çıkığı rekonstrüksiyonu,surgical,
612170,Konjenital orta eklem çıkığı rekonstrüksiyonu,surgical,
612180,Makrodaktili cerrahi tedavileri,surgical,
612190,"Polidaktili eksizyonu, basit",surgical,
612200,"Polidaktili eksizyonu, komplike",surgical,
612210,Radial club hand cerrahi tedavileri,surgical,
612220,"Sindaktili düzeltilmesi, basit",surgical,
612230,"Sindaktili düzeltilmesi, komplike",surgical,
612235,"Yarık el, basit tip",surgical,
612236,"Yarık el, ağır tip",surgical,
612240,Ulnar agenezi cerrahi tedavileri,surgical,
612250,Yüksek skapula rekonstrüksiyonu,surgical,
612260,Antibiyotikli hazır spacer uygulanması,surgical,
612270,"Antibiyotikli imalat spacer uygulanması, ameliyathanede",surgical,
612275,"El bileği artroplastisi revizyonu, total",surgical,
612276,"El bileği artroplastisi, total",surgical,
612277,"El bileği artroplastisi, total, çıkartma",surgical,
612280,"Ayak bileği artroplastisi revizyonu, total",surgical,
612290,"Ayak bileği artroplastisi, total",surgical,
612300,"Ayak bileği artroplastisi, total, çıkartma",surgical,
612310,Basit Core-dekompresyon ameliyatı,surgical,
612320,"Büyük eklem parsiyel protezleri, primer",surgical,
612330,Büyük eklem rezeksiyon interpozisyon artroplastisi,surgical,
612340,"Kalça eklemi total protezleri, primer",surgical,
612341,"Kalça eklemi total protezleri, kompleks",surgical,
612350,Büyük trokanterin osteomisi ve transferi,surgical,
612360,Core-dekompresyon ve greftleme,surgical,
612370,Core-dekompresyon ve vaskülarize greft,surgical,
612380,"Dirsek artroplastisi çıkartma, total",surgical,
612390,"Dirsek artroplastisi revizyonu, total",surgical,
612400,"Dirsek artroplastisi, total",surgical,
612410,"Dirsek artroplastisi, total, 10 dereceden az hareketli dirsekte veya 20 dereceden fazla kemik deformitesi varsa",surgical,
612420,"Diz artroplastisi, total",surgical,
612421,"Diz artroplastisi, total, komplex",surgical,
612430,"Diz artroplastisi, total protez çıkarma",surgical,
612440,"Diz revizyon artroplastisi, total",surgical,
612441,"Diz revizyon artroplastisi, parsiyel",surgical,
612450,Büyük eklem yüzey artroplastisi,surgical,
612451,Orta/küçük eklem yüzey artroplastisi,surgical,
612460,"Diz artroplastisi, total, polietilen değiştirme",surgical,
612470,"Kalça artroplastisi, asetebular liner değiştirilmesi, total",surgical,
612471,"Kalça asetebular revizyonu, parsiyel",surgical,
612472,"Kalça femoral sistem revizyonu, parsiyel",surgical,
612480,"Kalça revizyon artroplastisi, total",surgical,
612490,"Kalça revizyon artroplastisi, total, her iki komponent allogreft veya metal kafesler kullanarak",surgical,
612500,Kalçadan hemiartroplasti protezi çıkartılması,surgical,
612501,Kalça total protezin çıkarılması,surgical,
612510,Kısaltma ve/veya asetabular greft ile yapılan kalça artroplastisi,surgical,
612520,"Küçük eklem rezeksiyon, interpozisyon artroplastisi",surgical,
612530,Omuz artroplastisi çıkartılması,surgical,
